Entry ID,[Filter],[Enemy ship ID],[Enemy ship name],Unk.,Task rating,Task A type ID,[Task A type name],Task A arm. ID,[Task A arm. name],Task A param. ID,[Task A param. name],Task A arm. range,Task B type ID,[Task B type name],Task B arm. ID,[Task B arm. name],Task B param. ID,[Task B param. name],Task B arm. range
11,R563A.BIN,5,Valuan Mage Ship,3,50,2,Focus,-1,None,0,Focus,0,1,Magic,-1,None,34,Electrum,0
12,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,27,Crystales,0
13,R563A.BIN,5,Valuan Mage Ship,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
14,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,34,Electrum,0
15,R563A.BIN,5,Valuan Mage Ship,1,40,1,Magic,-1,None,4,Driln,0,1,Magic,-1,None,27,Crystales,0
16,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,34,Electrum,0
17,R563A.BIN,5,Valuan Mage Ship,3,50,3,Guard,-1,None,0,Evasive Action,0,1,Magic,-1,None,27,Crystales,0
18,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,34,Electrum,0
19,R563A.BIN,5,Valuan Mage Ship,1,40,1,Magic,-1,None,13,Quika,0,1,Magic,-1,None,27,Crystales,0
0,R564A.BIN,1,Valuan Spellship,3,50,0,Attack,0,Small Cannon,-1,None,0,0,Attack,1,Light Subcannon,-1,None,0
1,R564A.BIN,1,Valuan Spellship,-1,0,0,Attack,1,Light Subcannon,-1,None,0,-1,None,-1,None,-1,None,0
2,R564A.BIN,1,Valuan Spellship,3,75,1,Magic,-1,None,24,Pyres,0,0,Attack,0,Small Cannon,-1,None,0
3,R564A.BIN,1,Valuan Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
4,R564A.BIN,1,Valuan Spellship,-1,0,0,Attack,0,Small Cannon,-1,None,0,-1,None,1,Light Subcannon,-1,None,0
5,R564A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,0,Focus,0,0,Attack,1,Light Subcannon,-1,None,0
6,R564A.BIN,1,Valuan Spellship,3,50,0,Attack,0,Small Cannon,1,None,0,3,Guard,-1,None,0,Evasive Action,0
7,R564A.BIN,1,Valuan Spellship,-1,0,1,Magic,-1,None,24,Pyres,0,-1,None,-1,None,-1,None,0
8,R564A.BIN,1,Valuan Spellship,-1,0,1,Magic,-1,None,24,Pyres,0,-1,None,-1,None,-1,None,0
9,R564A.BIN,1,Valuan Spellship,-1,0,0,Attack,0,Small Cannon,-1,None,0,-1,None,-1,None,-1,None,0
10,R564A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,0,Evasive Action,0
11,R564A.BIN,1,Valuan Spellship,3,50,0,Attack,1,Light Subcannon,-1,None,0,2,Focus,-1,None,0,Focus,0
12,R564A.BIN,1,Valuan Spellship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
13,R564A.BIN,1,Valuan Spellship,3,80,0,Attack,1,Light Subcannon,-1,None,0,2,Focus,-1,None,0,Focus,0
14,R564A.BIN,1,Valuan Spellship,3,65,0,Attack,1,Light Subcannon,-1,None,1,4,Nothing,-1,None,0,Awaiting Orders,0
15,R564A.BIN,1,Valuan Spellship,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
16,R564A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,-1,None,0
17,R564A.BIN,1,Valuan Spellship,3,40,1,Magic,-1,None,7,Sacres,0,0,Attack,0,Small Cannon,-1,None,0
18,R564A.BIN,1,Valuan Spellship,3,65,1,Magic,-1,None,24,Pyres,0,3,Guard,-1,None,-1,None,0
19,R564A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,-1,None,0,0,Attack,1,Light Subcannon,-1,None,0
0,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,0,Attack,-1,None,-1,None,0
1,R565A.BIN,22,Spell Pirates,3,20,2,Focus,-1,None,-1,None,0,0,Attack,1,Black Torpedo,-1,None,2
2,R565A.BIN,22,Spell Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
3,R565A.BIN,22,Spell Pirates,4,2,1,Magic,-1,None,6,Sacri,0,0,Attack,0,Black Cannon,-1,None,0
4,R565A.BIN,22,Spell Pirates,3,70,0,Attack,1,Black Torpedo,-1,None,3,2,Focus,-1,None,-1,None,0
5,R565A.BIN,22,Spell Pirates,3,85,1,Magic,0,Black Cannon,25,Pyrum,0,1,Magic,-1,None,6,Sacri,0
6,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
7,R565A.BIN,22,Spell Pirates,-1,0,2,Focus,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
8,R565A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
9,R565A.BIN,22,Spell Pirates,-1,0,1,Magic,0,Black Cannon,25,Pyrum,1,-1,None,-1,None,-1,None,0
10,R565A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
11,R565A.BIN,22,Spell Pirates,3,50,0,Attack,0,Black Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
12,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,-1,None,-1,None,-1,None,0
13,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,4,Nothing,-1,None,-1,None,0
14,R565A.BIN,22,Spell Pirates,-1,0,4,Nothing,0,Black Cannon,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
15,R565A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
16,R565A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,2,0,Attack,1,Black Torpedo,-1,None,3
17,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
18,R565A.BIN,22,Spell Pirates,-1,0,1,Magic,0,Black Cannon,25,Pyrum,0,-1,None,-1,None,-1,None,0
19,R565A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
20,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,-1,None,-1,None,-1,None,0
21,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,1,-1,None,-1,None,-1,None,0
22,R565A.BIN,22,Spell Pirates,-1,0,4,Nothing,0,Black Cannon,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
23,R565A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
0,R566A.BIN,7,Valuan Spectre,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
1,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,0,Neo Cannon,-1,None,0,1,Magic,-1,None,27,Crystales,0
2,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,1,Neo Subcannon,-1,None,0,1,Magic,-1,None,34,Electrum,0
3,R566A.BIN,7,Valuan Spectre,1,30,1,Magic,-1,None,6,Sacri,0,2,Focus,-1,None,0,Focus,0
4,R566A.BIN,7,Valuan Spectre,-1,0,1,Magic,-1,None,34,Electrum,0,1,Magic,-1,None,34,Electrum,0
5,R566A.BIN,7,Valuan Spectre,-1,0,1,Magic,-1,None,34,Electrum,0,1,Magic,-1,None,34,Electrum,0
6,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,0,Neo Cannon,-1,None,0,1,Magic,-1,None,27,Crystales,0
7,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,0,Neo Cannon,-1,None,0,1,Magic,-1,None,34,Electrum,0
8,R566A.BIN,7,Valuan Spectre,3,10,1,Magic,-1,None,13,Quika,0,2,Focus,-1,None,0,Focus,0
9,R566A.BIN,7,Valuan Spectre,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,27,Crystales,0
10,R566A.BIN,7,Valuan Spectre,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
11,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,0,Neo Cannon,-1,None,0,1,Magic,-1,None,34,Electrum,0
12,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,0,Neo Cannon,-1,None,0,1,Magic,-1,None,27,Crystales,0
13,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,1,Neo Subcannon,-1,None,3,2,Focus,-1,None,0,Focus,0
14,R566A.BIN,7,Valuan Spectre,1,30,2,Focus,-1,None,0,Focus,0,1,Magic,-1,None,34,Electrum,0
15,R566A.BIN,7,Valuan Spectre,1,30,0,Attack,0,Neo Cannon,-1,None,0,1,Magic,-1,None,34,Electrum,0
0,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,0,Attack,-1,None,-1,None,0
1,R568A.BIN,22,Spell Pirates,3,20,2,Focus,-1,None,-1,None,0,0,Attack,1,Black Torpedo,-1,None,2
2,R568A.BIN,22,Spell Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
3,R568A.BIN,22,Spell Pirates,4,2,1,Magic,-1,None,6,Sacri,0,0,Attack,0,Black Cannon,-1,None,0
4,R568A.BIN,22,Spell Pirates,3,70,0,Attack,1,Black Torpedo,-1,None,3,2,Focus,-1,None,-1,None,0
5,R568A.BIN,22,Spell Pirates,3,85,1,Magic,0,Black Cannon,25,Pyrum,0,1,Magic,-1,None,6,Sacri,0
6,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
7,R568A.BIN,22,Spell Pirates,-1,0,2,Focus,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
8,R568A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
9,R568A.BIN,22,Spell Pirates,-1,0,1,Magic,0,Black Cannon,25,Pyrum,1,-1,None,-1,None,-1,None,0
10,R568A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
11,R568A.BIN,22,Spell Pirates,3,50,0,Attack,0,Black Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
12,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,-1,None,-1,None,-1,None,0
13,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,4,Nothing,-1,None,-1,None,0
14,R568A.BIN,22,Spell Pirates,-1,0,4,Nothing,0,Black Cannon,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
15,R568A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
16,R568A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,2,0,Attack,1,Black Torpedo,-1,None,3
17,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
18,R568A.BIN,22,Spell Pirates,-1,0,1,Magic,0,Black Cannon,25,Pyrum,0,-1,None,-1,None,-1,None,0
19,R568A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
20,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,-1,None,-1,None,-1,None,0
21,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,1,-1,None,-1,None,-1,None,0
22,R568A.BIN,22,Spell Pirates,-1,0,4,Nothing,0,Black Cannon,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
23,R568A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
0,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,0,Attack,-1,None,-1,None,0
1,R572A.BIN,22,Spell Pirates,3,20,2,Focus,-1,None,-1,None,0,0,Attack,1,Black Torpedo,-1,None,2
2,R572A.BIN,22,Spell Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
3,R572A.BIN,22,Spell Pirates,4,2,1,Magic,-1,None,6,Sacri,0,0,Attack,0,Black Cannon,-1,None,0
4,R572A.BIN,22,Spell Pirates,3,70,0,Attack,1,Black Torpedo,-1,None,3,2,Focus,-1,None,-1,None,0
5,R572A.BIN,22,Spell Pirates,3,85,1,Magic,0,Black Cannon,25,Pyrum,0,1,Magic,-1,None,6,Sacri,0
6,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
7,R572A.BIN,22,Spell Pirates,-1,0,2,Focus,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
8,R572A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
9,R572A.BIN,22,Spell Pirates,-1,0,1,Magic,0,Black Cannon,25,Pyrum,1,-1,None,-1,None,-1,None,0
10,R572A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
11,R572A.BIN,22,Spell Pirates,3,50,0,Attack,0,Black Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
12,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,-1,None,-1,None,-1,None,0
13,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,4,Nothing,-1,None,-1,None,0
14,R572A.BIN,22,Spell Pirates,-1,0,4,Nothing,0,Black Cannon,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
15,R572A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
16,R572A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,2,0,Attack,1,Black Torpedo,-1,None,3
17,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
18,R572A.BIN,22,Spell Pirates,-1,0,1,Magic,0,Black Cannon,25,Pyrum,0,-1,None,-1,None,-1,None,0
19,R572A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
20,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,2,-1,None,-1,None,-1,None,0
21,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,1,-1,None,-1,None,-1,None,0
22,R572A.BIN,22,Spell Pirates,-1,0,4,Nothing,0,Black Cannon,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
23,R572A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
